2176,"Amelia Luggage Tag - Mango / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text",WB
2175,"Origami Pouch - Seafoam / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",R
2171,"Parker Nylon Tote / Embroidery - Navy / Monogrammed",1,"Monogram Font",venti11,"Monogram Color",gold2_002,"Monogram Text",JKP
2170,"Mila Hobo - Lake Blue / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",silver_003,"Monogram Text",BCD
2168,"Disco Wallet - Sapphire / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",silver_003,"Monogram Text",S
2165,"Parker Nylon Tote / Embroidery - Black / Monogrammed",1,"Monogram Font",jumbo11,"Monogram Color",green1,"Monogram Text",AJB
2163,"Hanna Tote - Emerald / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",blind2_004,"Monogram Text",BSR
2162,"Parker Canvas Tote / Embroidery - Navy / Monogrammed",1,"Monogram Font",mvm1,"Monogram Color",pink1,"Monogram Text",SCW
2160,"Isabella Jewelry Case - Storm / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",AG
2159,"Tommy Leather Passport Holder - Navy / Monogrammed",1,"Monogram Font",diamond,"Monogram Color",gold2_002,"Monogram Text",N
2159,"Tommy Leather Passport Holder - Berry / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",silver_003,"Monogram Text",NHC
2158,"Mila Hobo - Lake Blue / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text",KF
2157,"Callie Long Tote - Camel / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",gold2_002,"Monogram Text",abw
2153,"GoGo Keychain - Pink / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",silver_003,"Monogram Text","C M"
2150,"Brandy Nylon and Leather Backpack - Black / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",blind2_004,"Monogram Text",SW
2149,"Paige Pouch - Black / Monogrammed",1,"Monogram Font",bookman-small,"Monogram Color",silver_003,"Monogram Text",LKG
2147,"Bobbi Card Wallet - Black / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",CBL
2146,"Tommy Leather Passport Holder - Berry / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",blind2_004,"Monogram Text",RC
2145,"Sunday Tote - Union / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text",CGA
2143,"Isabella Jewelry Case - Storm / Monogrammed",1,"Monogram Font",bookman-small,"Monogram Color",gold2_002,"Monogram Text",MVR
2143,"Isabella Jewelry Case - Storm / Monogrammed",1,"Monogram Font",bookman-small,"Monogram Color",gold2_002,"Monogram Text",AMC
2143,"Isabella Jewelry Case - Sapphire / Monogrammed",1,"Monogram Font",bookman-small,"Monogram Color",gold2_002,"Monogram Text",LCC
2142,"Finn Tote - Navy / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",ASE
2142,"Finn Tote - Navy / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",CAL
2142,"Finn Tote - Navy / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",LMM
2142,"Finn Tote - Navy / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",VGH
2142,"Finn Tote - Navy / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",KDE
2142,"Finn Tote - Navy / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",JSM
2141,"Isabella Jewelry Case - Storm / Monogrammed",1,"Monogram Font",bookman-small,"Monogram Color",silver_003,"Monogram Text",LISA
2140,"Isabella Jewelry Case - Berry / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",AMK
2138,"Mila Hobo - Navy / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",JKE
2138,"Delilah Toiletry Roll - Neon Pink / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",blind2_004,"Monogram Text",JKE
2136,"Chandler Mouse pad - Seafoam / Monogrammed",1,"Monogram Font",diamond,"Monogram Color",gold2_002,"Monogram Text",N
2136,"Chandler Mouse pad - Seafoam / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text",JF
2136,"Isabella Jewelry Case - Storm / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text",JF
2136,"Isabella Jewelry Case - Berry / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text",NF
2136,"Gigga Small TPU Pouch - Panda / Monogrammed",1,"Monogram Font",diamond,"Monogram Color",gold2_002,"Monogram Text",N
2135,"GoGo Keychain - Black / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",gold2_002,"Monogram Text",cmz
2133,"GoGo Keychain - Pink / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text",C
2132,"Henry Valet - Apricot / Monogrammed",1,"Monogram Font",mini,"Monogram Color",blind2_004,"Monogram Text",AMG
2131,"Mila Hobo - Lake Blue / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",silver_003,"Monogram Text","J/L (for Joanne Lilore)"
2131,"Mila Hobo - Lake Blue / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",silver_003,"Monogram Text",H
2131,"Mila Hobo - Lake Blue / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",silver_003,"Monogram Text","S/M for Sam Morse"
2130,"Isabella Jewelry Case - Berry / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",DLE
2128,"Hanna Tote - Emerald / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",K
2127,"Jesse Nylon Dopp Kit - Black / Monogrammed",1,"Monogram Font",bookman-small,"Monogram Color",blind2_004,"Monogram Text",HHW
2126,"Amelia Luggage Tag - Black / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",TKS
2123,"Parker Nylon Tote / Embroidery - Black / Monogrammed",1,"Monogram Font",jumbo11,"Monogram Color",gold2_002,"Monogram Text",ALD
2122,"Nelly Small Leather Clutch - Berry / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",R
2121,"Nelly Small Leather Clutch - Berry / Monogrammed",1,"Monogram Font",mini,"Monogram Color",gold2_002,"Monogram Text",LHH
2121,"Nelly Small Leather Clutch - Berry / Monogrammed",1,"Monogram Font",mini,"Monogram Color",gold2_002,"Monogram Text",SSH
2121,"Nelly Small Leather Clutch - Berry / Monogrammed",1,"Monogram Font",mini,"Monogram Color",gold2_002,"Monogram Text",LBA
2120,"Callie Long Tote - Lake Blue / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",gold2_002,"Monogram Text",ondine
2119,"Brandy Nylon and Leather Backpack - Black / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",KLP
2118,"Parker Nylon Tote / Embroidery - Black / Monogrammed",1,"Monogram Font",venti11,"Monogram Color",gold2_002,"Monogram Text",CMB
2117,"Gigga Small TPU Pouch - Panda / Monogrammed",1,"Monogram Font",bookman-small,"Monogram Color",gold2_002,"Monogram Text",Maggie
2117,"Terra Large TPU Pouch - Candy / Monogrammed",1,"Monogram Font",bookman-small,"Monogram Color",gold2_002,"Monogram Text",Alison
2117,"Terra Large TPU Pouch - Candy / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",Fi
2116,"Amelia Luggage Tag - Black / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text","M D "
2114,"Bobbi Card Wallet - Black / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text",KB
2112,"Melissa Nylon and Leather Satchel - Black / Monogrammed",1,"Monogram Font",diamond,"Monogram Color",gold2_002,"Monogram Text",S
2112,"Callie Long Tote - Camel / Monogrammed",1,"Monogram Font",eros,"Monogram Color",gold2_002,"Monogram Text",S
2111,"Nelly Small Leather Clutch - Berry / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",LTH
2111,"Nelly Small Leather Clutch - Berry / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text",MH
2110,"GoGo Keychain - Pink / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text",EP
2108,"Carrie Medium Suede Clutch - Prailine / Monogrammed",1,"Monogram Font",mini,"Monogram Color",gold2_002,"Monogram Text",BJW
2108,"Megan Make-Up Case - Black / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",blind2_004,"Monogram Text",CIS
2108,"Megan Make-Up Case - Black / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",blind2_004,"Monogram Text",KJO
2107,"Callie Long Tote - Navy / Monogrammed",1,"Monogram Font",bookman-small,"Monogram Color",gold2_002,"Monogram Text",SAB
2107,"Finn Tote - Navy / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",SAB
2107,"Hanna Tote - Emerald / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",SAB
2106,"Zoe Mini Jewelry Case - Black / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",A
2106,"Zoe Mini Jewelry Case - Black / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",S
2105,"Callie Long Tote - Lake Blue / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",JWS
2104,"GoGo Keychain - Pink / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",gold2_002,"Monogram Text",ALICIA
2103,"Parker Nylon Tote / Embroidery - Black / Monogrammed",1,"Monogram Font",vjv1,"Monogram Color",gold2_002,"Monogram Text",aFe
2102,"Megan Make-Up Case - Black / Monogrammed",1,"Monogram Font",circle-three,"Monogram Color",gold2_002,"Monogram Text",LBN
2100,"Baylee Short Tote - Camel / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text",SEM
2099,"Baylee Short Tote - Camel / Monogrammed",1,"Monogram Font",circle-three,"Monogram Color",gold2_002,"Monogram Text",YMR
2099,"Baylee Short Tote - Camel / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text",BAB
2099,"Baylee Short Tote - Camel / Monogrammed",1,"Monogram Font",circle-three,"Monogram Color",gold2_002,"Monogram Text",LRA
2098,"GoGo Keychain - Black / Monogrammed",1,"Monogram Font",diamond,"Monogram Color",gold2_002,"Monogram Text",P
2097,"GoGo Keychain - Pink / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",gold2_002,"Monogram Text",Coryn
2096,"Brandy Nylon and Leather Backpack - Black / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text",CH
2095,"Sheldon Laptop Sleeve - Ocean / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",CPA
2094,"Delilah Toiletry Roll - Neon Pink / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",gold2_002,"Monogram Text",Kristen
2094,"Avery Jumbo Canvas Tote - Neon Pink / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",gold2_002,"Monogram Text",Kristen
2092,"Callie Long Tote - Navy / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",SGS
2090,"Brandy Nylon and Leather Backpack - Black / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",gold2_002,"Monogram Text","cvf "
2089,"Parker Nylon Tote / Embroidery - Navy / Monogrammed",1,"Monogram Font",venti11,"Monogram Color",gold2_002,"Monogram Text","H N B"
2087,"Vivienne Messenger - Black / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text",MNM
2086,"Gigga Small TPU Pouch - Navy / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",TCS
2084,"GoGo Keychain - Black / Monogrammed",1,"Monogram Font",bookman-small,"Monogram Color",gold2_002,"Monogram Text",SBB
2083,"Parker Nylon Tote / Embroidery - Navy / Monogrammed",1,"Monogram Font",venice2,"Monogram Color",gold2_002,"Monogram Text",MCR
2082,"Perry Leather Flex Valet - Chocolate / Monogrammed",1,"Monogram Font",diamond,"Monogram Color",blind2_004,"Monogram Text",A
2081,"Brandy Nylon and Leather Backpack - Black / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",EWB
2080,"Daisy Coated Canvas Dopp Kit - Black / Monogrammed",1,"Monogram Font",vjv1,"Monogram Color",black1,"Monogram Text",BWA
2078,"Paula Passport Holder - Citron / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",T
2074,"Baylee Short Tote - Black / Monogrammed",1,"Monogram Font",bookman-small,"Monogram Color",gold2_002,"Monogram Text",EMD
2073,"Baylee Short Tote - Black / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",CCB
2072,"Perry Leather Flex Valet - Black / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",BT
2071,"Parker Canvas Tote / Embroidery - Navy / Monogrammed",1,"Monogram Font",venti11,"Monogram Color",green1,"Monogram Text","KBC "
2070,"Isabella Jewelry Case - Storm / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text","T L A"
2069,"Paige Pouch - Seafoam / Monogrammed",3,"Monogram Font",mini,"Monogram Color",gold2_002,"Monogram Text",SPECTRUM
2068,"Brandy Nylon and Leather Backpack - Black / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",CBL
2067,"Mila Hobo - Lake Blue / Monogrammed",1,"Monogram Font",mini,"Monogram Color",gold2_002,"Monogram Text",SK
2067,"Mila Hobo - Lake Blue / Monogrammed",1,"Monogram Font",mini,"Monogram Color",gold2_002,"Monogram Text",KH
2067,"Mila Hobo - Lake Blue / Monogrammed",1,"Monogram Font",mini,"Monogram Color",gold2_002,"Monogram Text",MW
2066,"Amelia Luggage Tag - Berry / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text",ACO
2066,"Paige Pouch - Black / Monogrammed",1,"Monogram Font",circle-three,"Monogram Color",silver_003,"Monogram Text",SAV
2066,"Amelia Luggage Tag - Kelly / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text",LRG
2066,"Amelia Luggage Tag - Berry / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text",SAV
2065,"Hanna Tote - Emerald / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",APM
2064,"Disco Wallet - Black / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",KSN
2064,"GoGo Keychain - Black / Monogrammed",1,"Monogram Font",diamond,"Monogram Color",gold2_002,"Monogram Text",K
2063,"Baylee Short Tote - Camel / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",blind2_004,"Monogram Text",wme
2062,"Megan Make-Up Case - Navy Stripe / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",blind2_004,"Monogram Text",CJ
2061,"Brandy Nylon and Leather Backpack - Black / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text","GK "
2058,"GoGo Keychain - Black / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text",LB
2057,"Delilah Toiletry Roll - Navy Stripe / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text","ZKB (Zia Kain Brown)"
2056,"Callie Long Tote - Indigo / Monogrammed",1,"Monogram Font",circle-two,"Monogram Color",gold2_002,"Monogram Text",EB
2056,"Hanna Tote - Emerald / Monogrammed",1,"Monogram Font",circle-three,"Monogram Color",gold2_002,"Monogram Text",PKP
2056,"Hanna Tote - Sapphire / Monogrammed",1,"Monogram Font",circle-three,"Monogram Color",gold2_002,"Monogram Text",CFP
2056,"Baylee Short Tote - Navy / Monogrammed",1,"Monogram Font",eros,"Monogram Color",gold2_002,"Monogram Text",O
2056,"Baylee Short Tote - Indigo / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",L
2054,"Parker Nylon Tote / Embroidery - Black / Monogrammed",1,"Monogram Font",jumbo11,"Monogram Color",gold2_002,"Monogram Text",JMF
2054,"Vivienne Messenger - Black / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text",JMF
2053,"Finn Tote - Navy / Monogrammed",2,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",K
2052,"Finn Tote - Navy / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",K
2052,"Finn Tote - Navy / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",J
2052,"Finn Tote - Navy / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",L
2051,"Alex Nylon Duffle Bag - Black / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",JUH
2051,"Baylee Short Tote - Camel / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",JUH
2051,"Jack Travel Tie Case - Blue / Monogrammed",1,"Monogram Font",bookman-small,"Monogram Color",gold2_002,"Monogram Text",CDU
2050,"Baylee Short Tote - Navy / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",gold2_002,"Monogram Text",hope
2050,"Baylee Short Tote - Black / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",GJS
2049,"Disco Wallet - Black / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",BBM
2048,"Bree Medium Leather Clutch - Black / Monogrammed",1,"Monogram Font",mini,"Monogram Color",gold2_002,"Monogram Text",AKH
2045,"Callie Long Tote - Camel / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",S
2045,"Callie Long Tote - Navy / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",G
2045,"Callie Long Tote - Lake Blue / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",L
2045,"Mila Hobo - Navy / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",S
2044,"Isabella Jewelry Case - Storm / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text","S S"
2041,"GoGo Keychain - Pink / Monogrammed",1,"Monogram Font",bookman-small,"Monogram Color",gold2_002,"Monogram Text",CTL
2040,"Melissa Nylon and Leather Satchel - Black / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",blind2_004,"Monogram Text",CEG
2039,"Baylee Short Tote - Lake Blue / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",blind2_004,"Monogram Text",JC
2038,"Megan Make-Up Case - Navy Stripe / Monogrammed",1,"Monogram Font",circle-three,"Monogram Color",gold2_002,"Monogram Text",SGT
2037,"Chandler Mouse pad - Ocean / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",VLP
2036,"Bobbi Card Wallet - Black / Monogrammed",1,"Monogram Font",circle-three,"Monogram Color",blind2_004,"Monogram Text",TNA
2035,"Hanna Tote - Sapphire / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text",S
2034,"GoGo Keychain - Navy / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text",K
2033,"Mila Hobo - Navy / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",RDR
2032,"Parker Nylon Tote / Embroidery - Black / Monogrammed",1,"Monogram Font",venti11,"Monogram Color",ivory1,"Monogram Text","MLB "
2031,"Parker Canvas Tote / Embroidery - Grass / Monogrammed",1,"Monogram Font",vjv1,"Monogram Color",green1,"Monogram Text",HNR
2030,"GoGo Keychain - Black / Monogrammed",1,"Monogram Font",bookman-small,"Monogram Color",gold2_002,"Monogram Text",WFS
2029,"Cosmic Foxtrot Large Make-Up Bag - Dot / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text",MO
2029,"Bobbi Card Wallet - Black / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",gold2_002,"Monogram Text"," M"
2029,"Cosmic Foxtrot Large Make-Up Bag - Navy Stripe / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",NLR
2028,"Parker Nylon Tote / Embroidery - Navy / Monogrammed",1,"Monogram Font",vjv1,"Monogram Color",gold2_002,"Monogram Text",AHD
2027,"GoGo Keychain - Black / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text",CG
2026,"Paula Passport Holder - Citron / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",ESM
2026,"Vivienne Messenger - Black / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text",EMS
2025,"Parker Nylon Tote / Embroidery - Black / Monogrammed",1,"Monogram Font",mvm1,"Monogram Color",gold2_002,"Monogram Text",TSS
2024,"GoGo Keychain - Pink / Monogrammed",1,"Monogram Font",bookman-small,"Monogram Color",gold2_002,"Monogram Text",ASF
2023,"Callie Long Tote - Navy / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",SKK
2022,"Hanna Tote - Emerald / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text",CAM
2021,"Hanna Tote - Emerald / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",HBN
2019,"Mila Hobo - Navy / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",JPD
2018,"Terra Large TPU Pouch - Candy / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text",CG
2018,"Terra Large TPU Pouch - Candy / Monogrammed",1,"Monogram Font",diamond,"Monogram Color",gold2_002,"Monogram Text",A
2017,"GoGo Keychain - Black / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",blind2_004,"Monogram Text",char
2016,"Paige Pouch - Pop / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",APP
2015,"Zoe Mini Jewelry Case - Black / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",gold2_002,"Monogram Text",meow
2014,"Terra Large TPU Pouch - Panda / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text","Llm "
2012,"Vivienne Messenger - Black / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",MMM
2010,"Callie Long Tote - Black / Monogrammed",1,"Monogram Font",jumbo,"Monogram Color",gold2_002,"Monogram Text",JWW
2009,"Disco Wallet - Black / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",mHb
2008,"Jesse Nylon Dopp Kit - Black / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text",TJ
2008,"Perry Leather Flex Valet - Black / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text",TJ
2007,"Baylee Short Tote - Black / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",gold2_002,"Monogram Text",HCA
2006,"Cosmic Foxtrot Large Make-Up Bag - Dot / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",gold2_002,"Monogram Text",Nicole
2006,"Cosmic Foxtrot Large Make-Up Bag - Black / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",gold2_002,"Monogram Text",halms
2005,"Amelia Luggage Tag - Sapphire / Monogrammed",2,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",JPD
2004,"Parker Canvas Tote / Embroidery - Grass / Monogrammed",1,"Monogram Font",venti11,"Monogram Color",navy2,"Monogram Text",ACS
2003,"Bobbi Card Wallet - Black / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",gold2_002,"Monogram Text",kmb
2002,"Vivienne Messenger - Black / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",gold2_002,"Monogram Text",MDL
2000,"Bobbi Card Wallet - Black / Monogrammed",1,"Monogram Font",orbit,"Monogram Color",silver_003,"Monogram Text",A
2000,"Delilah Toiletry Roll - Navy Stripe / Monogrammed",1,"Monogram Font",bookman,"Monogram Color",silver_003,"Monogram Text",DSJ
1999,"Sheldon Laptop Sleeve - Ocean / Monogrammed",1,"Monogram Font",circle-three,"Monogram Color",gold2_002,"Monogram Text",MLS
1998,"Baylee Short Tote - Camel / Monogrammed",1,"Monogram Font",bookman-large,"Monogram Color",blind2_004,"Monogram Text",EAH
1997,"Charlie Sidekick Dopp Kit - Navy / Monogrammed",1,"Monogram Font",stacked,"Monogram Color",gold2_002,"Monogram Text",MR
1996,"Ava Jewelry Case - Black / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",gold2_002,"Monogram Text",halms
1996,"Cosmic Foxtrot Large Make-Up Bag - Black / Monogrammed",1,"Monogram Font",lowercase,"Monogram Color",gold2_002,"Monogram Text",Julie
